"class";"x.1";"x.2";"x.3";"x.4"
"2";-1,40965050704859;1,84571429850317;0,14067301439374;2,77997897108359
"2";-0,837984555723617;2,62891194583033;-4,34203889174203;3,53214067950141
"2";-0,669951674605279;0,976144335695906;0,177275654497903;1,06556043505903
"2";-0,767961286023052;0,737723544980928;-2,52091402289026;1,93299630215435
"2";-1,25626378952921;1,64666338058308;2,7428532516685;2,79198861937548
"2";-0,509500160607977;1,74869441253388;0,106648539535086;3,1235813962165
"2";-1,10991573512117;1,63679116830977;2,08713700197264;2,24873110577636
"2";-0,522410085560351;2,03847097511619;-0,436075985497665;2,58874534619147
"2";-0,923559851243015;1,027636238798;-3,03663987249181;1,68115819910954
"2";-1,42607914071081;1,48727393837414;1,13416555515482;2,26150177256174
"2";-0,45804965093386;-0,0414223331516189;-0,914529684646865;0,147518122904444
"2";-0,902342796961269;1,95898715463554;-2,15704524008691;2,27752145941131
"2";-1,02932054439109;1,38997122392052;2,99767575075101;1,96665970534767
"2";-0,305447438756195;1,15838283478438;2,66487174596898;1,79477093363451
"2";-0,752277240352292;2,0761217374895;-3,04720337211921;2,93257181548259
"2";-1,30685969728017;0,420290096713527;-1,69342871556795;0,815910936378805
"2";-0,906863315217046;0,686965811165;-2,23017848486516;1,68142991648575
"2";-0,619391868476764;3,49991201665473;-1,95109450563447;4,30148228804675
"2";-1,19714189013133;1,6300882965813;0,725516050837046;3,22939410820013
"2";-1,54545396126168;1,43077908901064;1,38738384868296;3,00881233921515
"2";-2,46004108208101;1,79537145398267;-1,36169601406395;3,47247600253395
"2";-1,25016455085611;1,94328293059241;0,458176489164982;3,51735151952622
"2";-2,0076355845338;3,42647087679026;0,10698586323741;5,55934686188246
"2";-0,94538920739902;2,04046118060896;0,419648218375616;3,44695040930165
"2";-0,858267936275144;1,9294771503217;1,43007402747313;3,6096818154665
"2";-1,77900110238332;1,6208527587545;0,664514946101252;2,76114618890082
"2";-2,00179770338905;0,633293216971377;2,24504473078326;1,87066018790852
"2";-1,23038513407329;3,21605746897421;1,45583443968965;5,08908539353066
"2";-2,33998616872943;1,06590895677668;0,617300886870818;2,71929402843102
"2";-0,443560332153494;2,50823592889329;-2,70213207860485;4,47126804929838
"2";-0,3406759902217;1,84488879851877;-4,05797263195116;2,48936900235463
"2";-1,95863991716979;2,26019886192411;0,89687112359961;3,95102686424101
"2";0,118944417725487;2,75942401397492;1,98277562150923;3,07783605219582
"2";-1,33240528366905;2,17126887580689;2,57304744249088;3,70877642694293
"2";-0,309473718288366;1,12677791538057;0,473819906594582;1,97851697237545
"2";-1,28343046252573;2,7662234721743;-1,79448741536166;4,27677545601939
"2";-1,50478293821137;0,885511757686819;2,3916704711882;1,91887494795038
"2";-0,4993391061431;1,88214603176127;1,74882658882984;3,17498921414349
"2";-1,7059374273893;0,738350414869421;0,0793454424590155;2,1636714253339
"2";-0,781009169785544;1,55785379286009;0,426727828955424;2,05026960200731
"3";0,720693439551715;4,24283650443638;-3,22529637688623;5,33182898359897
"3";-0,504545200448122;5,12370649200279;1,31048453636026e-05;7,29013920468321
"3";1,30457123591879;4,07760653195796;2,05466240880695;4,82909515367341
"3";-0,440014847860362;3,99778513186337;-2,71665593648126;5,15680530031131
"3";1,26407926268626;2,81425807479185;-0,567731943584744;3,65360635830157
"3";0,74078111578373;4,10406197429794;1,62425246935311;4,91001582575873
"3";-1,01155343488678;3,82868565558189;4,54037564712913;5,92708821781899
"3";0,467577704496852;3,8772067991547;0,541416329409755;5,49528654472775
"3";0,959364359470053;4,0262755274534;-1,58306197888181;5,71770189493526
"3";-0,623903234986238;3,14814962931229;1,37681480069001;4,59549653233434
"3";-0,177026605757671;3,90598151898793;1,17262495009192;5,26463634312044
"3";1,21039348360958;3,5788417211796;-3,92326764777564;4,23801781454093
"3";0,895944026430191;3,31469423299705;-0,491791684943886;4,67876485710363
"3";0,549951835072136;3,75742728891637;-2,24968478220352;4,60016706221925
"3";0,256480430174726;3,57601277611553;-2,98977691443764;4,49725299591115
"3";1,67237546352496;4,43460538832302;0,706973815943912;5,59467440556834
"3";1,39456848594529;3,02600157685343;2,72121368300318;3,68846981315848
"3";1,93954214232395;3,32873663974157;1,50246565177463;3,61441058837851
"3";0,56646476204979;3,54983857314955;-0,0986984492004537;4,1047341272081
"3";-0,299534822378006;3,90022480479579;-3,76562690262214;5,28246147062761
"3";0,599219032441967;3,50988087700983;-0,0595203571543232;4,96281976485344
"3";0,621227327444481;2,84359519853153;-1,85492334545411;3,95652381026131
"3";1,20136055580185;3,63144758127664;-0,127000202182993;4,05036613608039
"3";0,742592533662796;2,61429795858025;-1,70787834486833;3,4946928020865
"3";-0,45959623950577;3,85868424418728;3,15954975766816;5,64960673359364
"3";1,62830442557921;2,86610013974742;1,33055021500937;3,23872166371259
"3";-0,372465875581097;3,6657245775186;2,45873381424149;5,79923131171698
"3";0,937529524402088;3,26975586920952;0,589271528608474;3,97801376357398
"3";-0,0398033616919211;3,84565016106026;0,232571296463213;5,31342911349627
"3";0,967567396142935;4,20851282878439;-0,0819060621857671;5,03918328954194
"3";-1,18025713156886;4,34716823668052;1,4496678854526;6,24453116399429
"3";0,985455067480536;4,15917059587194;-1,27503850276056;5,39172779585594
"3";0,681124607703663;3,45393949671071;1,77647605045083;4,94457744086058
"3";0,938860920067623;2,1457483178779;1,65429559678952;3,34203337563624
"3";0,165401273681308;3,86656343541155;0,211748068509408;4,99251158786262
"3";0,710758439253185;3,52998398180706;-0,744107794879916;5,18412742135857
"3";0,723838445631834;3,20413425804347;3,47913213837467;3,85440106401999
"3";0,675396547976564;4,18353685260952;0,588764257222554;5,5658462268145
"3";0,583547074686416;3,53238393995755;0,901765549558736;5,33937424905904
"3";-1,14449985195708;3,46744406442363;-1,44855512654635;4,72164972435645
"3";0,303330613502605;3,45015275941446;-0,038053396608933;5,0950906199824
"3";-0,333168702129963;3,74212278795463;2,5219920424368;5,9588237158213
"3";-0,233431184179588;4,06655641829175;0,324448276112859;5,98975891520817
"3";0,619984114728673;5,03257147057301;1,38326762674011;5,86568974011667
"3";0,165817650853668;4,14527750805693;3,17671608019649;5,40122749746775
"3";0,886885604287837;2,53971992759202;1,69941398291637;3,28997328190326
"3";1,10108690163599;3,95589312607457;-2,78362835045424;5,12401602229172
"3";-0,073062265311676;1,98909723811845;0,0177154878059943;2,92117817783584
"3";0,608966079547073;3,82818213788382;-4,33847470661045;4,50031550050768
"3";0,240233342999605;2,75242246562695;-1,23828349243704;3,55524512876528
